Airline,Date_of_Journey,Source,Destination,Departure_Time,Arrival_Time,Duration,Total_Stops,Price,Month Name,Day of Month,Day Name,Week of Year,Month
Air India,2019-09-06,Chennai,Kolkata,11.4,13.55,2.25,0,4667,September,6,Friday,36,9
Multiple carriers,2019-09-05,Delhi,Cochin,8.3,19.15,10.75,1,8099,September,5,Thursday,36,9
SpiceJet,2019-01-05,Mumbai,Hyderabad,13.15,14.45,1.5,0,2385,January,5,Saturday,1,1
Multiple carriers,2019-06-27,Delhi,Cochin,15.05,1.3,10.42,2,15965,June,27,Thursday,26,6
Jet Airways,2019-06-05,Kolkata,Banglore,6.3,18.15,11.75,1,10844,June,5,Wednesday,23,6
Air India,2019-12-05,Banglore,Delhi,13.2,16.1,2.83,0,6121,December,5,Thursday,49,12
IndiGo,2019-04-24,Banglore,Delhi,22.1,1.0,2.83,0,3625,April,24,Wednesday,17,4
Multiple carriers,2019-05-27,Delhi,Cochin,7.3,21.0,13.5,1,8475,May,27,Monday,22,5
Jet Airways,2019-05-27,Delhi,Cochin,7.05,19.0,11.92,1,12898,May,27,Monday,22,5
IndiGo,2019-06-03,Delhi,Cochin,2.05,7.25,5.33,1,10851,June,3,Monday,23,6
Air India,2019-03-21,Delhi,Cochin,9.45,23.0,13.25,1,5704,March,21,Thursday,12,3
Vistara,2019-03-18,Banglore,New Delhi,21.1,0.05,2.92,0,11598,March,18,Monday,12,3
Multiple carriers,2019-05-27,Delhi,Cochin,8.3,19.15,10.75,1,9149,May,27,Monday,22,5
Air India,2019-06-15,Kolkata,Banglore,20.45,23.2,2.58,0,4145,June,15,Saturday,24,6
GoAir,2019-05-21,Delhi,Cochin,10.35,19.35,9.0,1,6195,May,21,Tuesday,21,5
IndiGo,2019-09-05,Delhi,Cochin,11.25,21.0,9.58,1,6979,September,5,Thursday,36,9
Air India,2019-03-15,Banglore,New Delhi,13.2,16.1,2.83,0,7276,March,15,Friday,11,3
SpiceJet,2019-05-15,Delhi,Cochin,8.45,13.15,4.5,1,4760,May,15,Wednesday,20,5
Vistara,2019-06-18,Chennai,Kolkata,17.45,20.05,2.33,0,11982,June,18,Tuesday,25,6
IndiGo,2019-03-27,Chennai,Kolkata,22.05,0.25,2.33,0,5277,March,27,Wednesday,13,3
Air India,2019-09-06,Delhi,Cochin,20.0,7.4,11.67,1,8372,September,6,Friday,36,9
IndiGo,2019-01-04,Kolkata,Banglore,19.35,23.15,3.67,1,4226,January,4,Friday,1,1
IndiGo,2019-06-18,Chennai,Kolkata,19.35,21.55,2.33,0,3597,June,18,Tuesday,25,6
Multiple carriers,2019-06-15,Delhi,Cochin,8.45,21.0,12.25,1,7005,June,15,Saturday,24,6
Multiple carriers,2019-09-05,Delhi,Cochin,7.05,16.1,9.08,1,8018,September,5,Thursday,36,9
Jet Airways,2019-09-06,Delhi,Cochin,19.45,19.0,23.25,1,10577,September,6,Friday,36,9
Jet Airways,2019-12-06,Delhi,Cochin,5.3,19.0,13.5,2,11507,December,6,Friday,49,12
Air India,2019-09-05,Delhi,Cochin,5.0,19.15,38.25,2,9653,September,5,Thursday,36,9
Jet Airways,2019-03-15,Mumbai,Hyderabad,10.2,11.5,1.5,0,4160,March,15,Friday,11,3
Jet Airways,2019-03-06,Delhi,Cochin,18.15,19.0,24.75,1,14714,March,6,Wednesday,10,3
Jet Airways,2019-09-05,Mumbai,Hyderabad,2.55,4.2,1.42,0,5678,September,5,Thursday,36,9
Air India,2019-05-18,Kolkata,Banglore,7.0,1.2,18.33,2,13873,May,18,Saturday,20,5
Multiple carriers,2019-06-27,Delhi,Cochin,10.2,19.0,8.67,1,11264,June,27,Thursday,26,6
Jet Airways,2019-03-24,Kolkata,Banglore,13.55,20.4,6.75,1,11134,March,24,Sunday,12,3
Air Asia,2019-03-21,Delhi,Cochin,16.45,22.15,5.5,1,6151,March,21,Thursday,12,3
Jet Airways,2019-05-18,Kolkata,Banglore,5.45,19.5,14.08,1,10844,May,18,Saturday,20,5
Jet Airways,2019-03-06,Delhi,Cochin,9.4,12.35,26.92,2,13014,March,6,Wednesday,10,3
Jet Airways,2019-06-18,Mumbai,Hyderabad,10.2,11.5,1.5,0,4995,June,18,Tuesday,25,6
IndiGo,2019-04-18,Kolkata,Banglore,15.3,18.05,2.58,0,4174,April,18,Thursday,16,4
Air India,2019-03-03,Banglore,New Delhi,13.2,16.1,2.83,0,12841,March,3,Sunday,9,3
Jet Airways,2019-09-05,Kolkata,Banglore,17.0,21.05,28.08,1,13067,September,5,Thursday,36,9
Jet Airways,2019-06-24,Delhi,Cochin,16.0,19.0,27.0,1,10262,June,24,Monday,26,6
IndiGo,2019-06-04,Banglore,Delhi,10.1,13.0,2.83,0,4423,June,4,Tuesday,23,6
Jet Airways,2019-01-05,Kolkata,Banglore,18.55,4.4,9.75,1,8586,January,5,Saturday,1,1
Jet Airways,2019-05-15,Kolkata,Banglore,21.1,9.2,12.17,1,9663,May,15,Wednesday,20,5
IndiGo,2019-06-15,Delhi,Cochin,16.0,21.0,5.0,1,6069,June,15,Saturday,24,6
Air India,2019-06-05,Chennai,Kolkata,11.4,13.55,2.25,0,4667,June,5,Wednesday,23,6
Jet Airways,2019-09-05,Delhi,Cochin,21.5,19.0,21.17,1,12373,September,5,Thursday,36,9
Jet Airways,2019-09-05,Kolkata,Banglore,16.3,10.05,17.58,1,13941,September,5,Thursday,36,9
IndiGo,2019-03-27,Mumbai,Hyderabad,6.2,7.45,1.42,0,3175,March,27,Wednesday,13,3
Air India,2019-09-06,Delhi,Cochin,21.0,19.15,22.25,1,8372,September,6,Friday,36,9
Vistara,2019-06-04,Banglore,Delhi,17.0,19.35,2.58,0,5613,June,4,Tuesday,23,6
IndiGo,2019-05-18,Delhi,Cochin,7.35,22.3,14.92,1,7144,May,18,Saturday,20,5
Jet Airways,2019-06-06,Kolkata,Banglore,6.3,16.2,9.83,1,14571,June,6,Thursday,23,6
IndiGo,2019-03-24,Chennai,Kolkata,22.05,0.25,2.33,0,5277,March,24,Sunday,12,3
Jet Airways,2019-03-24,Mumbai,Hyderabad,10.2,11.5,1.5,0,2759,March,24,Sunday,12,3
Air Asia,2019-09-05,Kolkata,Banglore,7.35,23.3,15.92,1,5192,September,5,Thursday,36,9
Jet Airways,2019-09-06,Delhi,Cochin,7.05,19.0,11.92,1,14714,September,6,Friday,36,9
Air India,2019-01-06,Delhi,Cochin,12.0,19.15,7.25,2,10336,January,6,Sunday,1,1
Air India,2019-03-24,Kolkata,Banglore,20.45,23.2,2.58,0,31945,March,24,Sunday,12,3
Jet Airways,2019-01-04,Kolkata,Banglore,6.3,23.35,17.08,1,7064,January,4,Friday,1,1
Jet Airways,2019-09-06,Delhi,Cochin,5.3,12.35,7.08,2,14441,September,6,Friday,36,9
Multiple carriers,2019-03-03,Delhi,Cochin,13.0,1.35,12.58,1,17493,March,3,Sunday,9,3
Jet Airways,2019-09-06,Kolkata,Banglore,20.0,22.35,26.58,1,10844,September,6,Friday,36,9
SpiceJet,2019-01-06,Mumbai,Hyderabad,5.45,7.15,1.5,0,2753,January,6,Sunday,1,1
Jet Airways,2019-05-21,Delhi,Cochin,8.0,4.25,20.42,1,12898,May,21,Tuesday,21,5
Jet Airways,2019-04-15,Banglore,Delhi,18.55,22.0,3.08,0,7229,April,15,Monday,16,4
Air India,2019-03-06,Delhi,Cochin,12.0,7.4,19.67,2,8603,March,6,Wednesday,10,3
Jet Airways,2019-05-18,Delhi,Cochin,5.3,4.25,22.92,2,15129,May,18,Saturday,20,5
Jet Airways,2019-06-15,Delhi,Cochin,11.4,19.0,7.33,2,18804,June,15,Saturday,24,6
Air Asia,2019-04-21,Delhi,Cochin,7.55,22.25,14.5,1,7452,April,21,Sunday,16,4
SpiceJet,2019-04-24,Banglore,Delhi,9.3,12.2,2.83,0,3971,April,24,Wednesday,17,4
IndiGo,2019-12-06,Banglore,Delhi,10.1,13.0,2.83,0,3943,December,6,Friday,49,12
IndiGo,2019-03-15,Banglore,New Delhi,14.25,19.25,5.0,1,9165,March,15,Friday,11,3
Jet Airways,2019-06-24,Delhi,Cochin,5.3,19.0,13.5,2,13014,June,24,Monday,26,6
SpiceJet,2019-06-21,Banglore,Delhi,9.3,12.2,2.83,0,3625,June,21,Friday,25,6
Jet Airways,2019-06-24,Delhi,Cochin,16.0,12.35,20.58,1,10262,June,24,Monday,26,6
Jet Airways,2019-05-21,Kolkata,Banglore,18.55,8.15,13.33,1,14388,May,21,Tuesday,21,5
Multiple carriers,2019-12-06,Delhi,Cochin,8.0,19.15,11.25,1,15058,December,6,Friday,49,12
Air India,2019-06-03,Delhi,Cochin,9.0,7.4,22.67,1,14882,June,3,Monday,23,6
IndiGo,2019-04-18,Banglore,Delhi,10.1,13.0,2.83,0,4591,April,18,Thursday,16,4
SpiceJet,2019-09-05,Kolkata,Banglore,6.55,9.3,2.58,0,3841,September,5,Thursday,36,9
Jet Airways,2019-05-15,Kolkata,Banglore,8.25,18.15,9.83,1,14781,May,15,Wednesday,20,5
SpiceJet,2019-09-04,Kolkata,Banglore,22.2,0.4,2.33,0,3841,September,4,Wednesday,36,9
Multiple carriers,2019-03-06,Delhi,Cochin,15.0,1.3,10.5,1,13377,March,6,Wednesday,10,3
Jet Airways,2019-12-06,Delhi,Cochin,19.3,4.25,8.92,2,13014,December,6,Friday,49,12
Multiple carriers,2019-05-21,Delhi,Cochin,13.0,19.15,6.25,1,14848,May,21,Tuesday,21,5
Air India,2019-09-05,Kolkata,Banglore,20.45,23.2,2.58,0,4145,September,5,Thursday,36,9
IndiGo,2019-12-06,Chennai,Kolkata,7.55,10.15,2.33,0,3850,December,6,Friday,49,12
Air India,2019-05-24,Kolkata,Banglore,7.0,20.25,13.42,1,10413,May,24,Friday,21,5
IndiGo,2019-03-06,Delhi,Cochin,15.0,1.3,10.5,1,6104,March,6,Wednesday,10,3
IndiGo,2019-01-06,Banglore,Delhi,10.3,13.2,2.83,0,3943,January,6,Sunday,1,1
Jet Airways,2019-12-06,Kolkata,Banglore,21.1,8.15,11.08,1,8529,December,6,Friday,49,12
Jet Airways,2019-06-24,Delhi,Cochin,22.5,12.35,13.75,1,10262,June,24,Monday,26,6
Jet Airways,2019-05-18,Kolkata,Banglore,20.25,22.05,25.67,1,14151,May,18,Saturday,20,5
Air Asia,2019-09-05,Kolkata,Banglore,15.1,23.3,8.33,2,5192,September,5,Thursday,36,9
Jet Airways,2019-05-21,Kolkata,Banglore,14.05,4.4,14.58,1,9663,May,21,Tuesday,21,5
GoAir,2019-04-24,Banglore,Delhi,7.45,10.4,2.92,0,4632,April,24,Wednesday,17,4
IndiGo,2019-06-04,Delhi,Cochin,20.25,1.3,5.08,1,5073,June,4,Tuesday,23,6
Multiple carriers,2019-06-15,Delhi,Cochin,10.2,19.15,8.92,1,9526,June,15,Saturday,24,6
IndiGo,2019-04-15,Banglore,Delhi,4.0,6.5,2.83,0,4423,April,15,Monday,16,4
IndiGo,2019-12-05,Mumbai,Hyderabad,20.05,21.4,1.58,0,2227,December,5,Thursday,49,12
Vistara,2019-03-21,Banglore,New Delhi,11.3,14.1,2.67,0,5403,March,21,Thursday,12,3
IndiGo,2019-03-27,Chennai,Kolkata,19.35,21.55,2.33,0,3858,March,27,Wednesday,13,3
Jet Airways,2019-09-03,Delhi,Cochin,13.45,18.5,29.08,2,18752,September,3,Tuesday,36,9
Jet Airways,2019-05-21,Kolkata,Banglore,6.3,12.0,5.5,1,9663,May,21,Tuesday,21,5
Jet Airways,2019-06-24,Delhi,Cochin,19.1,12.35,17.42,2,12819,June,24,Monday,26,6
Multiple carriers,2019-03-27,Delhi,Cochin,9.0,21.0,12.0,1,6883,March,27,Wednesday,13,3
Multiple carriers,2019-05-27,Delhi,Cochin,19.0,1.3,6.5,1,7198,May,27,Monday,22,5
Air India,2019-09-03,Banglore,New Delhi,10.0,12.45,2.75,0,7801,September,3,Tuesday,36,9
IndiGo,2019-04-21,Banglore,Delhi,18.25,21.2,2.92,0,4823,April,21,Sunday,16,4
Jet Airways,2019-05-24,Kolkata,Banglore,6.3,9.2,26.83,1,9663,May,24,Friday,21,5
Jet Airways,2019-12-05,Kolkata,Banglore,20.25,21.05,24.67,1,12121,December,5,Thursday,49,12
Vistara,2019-12-05,Kolkata,Banglore,20.2,23.25,27.08,1,8085,December,5,Thursday,49,12
IndiGo,2019-03-03,Banglore,New Delhi,13.4,18.35,4.92,1,8662,March,3,Sunday,9,3
Jet Airways,2019-03-21,Delhi,Cochin,22.0,18.5,20.83,1,6017,March,21,Thursday,12,3
SpiceJet,2019-03-05,Chennai,Kolkata,9.45,12.0,2.25,0,3859,March,5,Tuesday,10,3
Multiple carriers,2019-05-18,Delhi,Cochin,4.55,19.15,14.33,1,7564,May,18,Saturday,20,5
SpiceJet,2019-06-21,Banglore,Delhi,5.55,8.35,2.67,0,3919,June,21,Friday,25,6
Jet Airways,2019-05-18,Delhi,Cochin,5.3,4.25,22.92,2,15129,May,18,Saturday,20,5
Jet Airways,2019-01-03,Banglore,New Delhi,7.0,13.15,6.25,1,26890,January,3,Thursday,1,1
Jet Airways,2019-04-15,Delhi,Cochin,11.0,14.15,3.25,0,5443,April,15,Monday,16,4
IndiGo,2019-09-03,Banglore,New Delhi,10.05,13.0,2.92,0,6860,September,3,Tuesday,36,9
Jet Airways,2019-01-04,Kolkata,Banglore,14.05,20.45,6.67,1,13364,January,4,Friday,1,1
Jet Airways,2019-05-27,Delhi,Cochin,8.0,19.0,11.0,1,12239,May,27,Monday,22,5
IndiGo,2019-09-04,Kolkata,Banglore,11.3,16.05,4.58,1,4966,September,4,Wednesday,36,9
IndiGo,2019-03-03,Banglore,New Delhi,6.0,8.45,2.75,0,6144,March,3,Sunday,9,3
Jet Airways,2019-09-05,Delhi,Cochin,15.0,19.0,28.0,1,12373,September,5,Thursday,36,9
Air India,2019-03-18,Banglore,New Delhi,8.5,16.3,31.67,2,10835,March,18,Monday,12,3
Air India,2019-06-06,Delhi,Cochin,6.05,9.25,27.33,1,7952,June,6,Thursday,23,6
IndiGo,2019-09-04,Banglore,Delhi,1.3,4.15,2.75,0,3419,September,4,Wednesday,36,9
Multiple carriers,2019-05-27,Delhi,Cochin,3.5,12.35,8.75,1,10197,May,27,Monday,22,5
IndiGo,2019-03-06,Delhi,Cochin,10.35,1.3,14.92,1,5883,March,6,Wednesday,10,3
Air India,2019-05-18,Chennai,Kolkata,11.4,13.55,2.25,0,4667,May,18,Saturday,20,5
IndiGo,2019-03-21,Delhi,Cochin,4.55,21.2,16.42,2,6223,March,21,Thursday,12,3
Jet Airways,2019-06-05,Kolkata,Banglore,21.1,8.15,11.08,1,7757,June,5,Wednesday,23,6
IndiGo,2019-03-03,Banglore,New Delhi,14.25,19.25,5.0,1,11873,March,3,Sunday,9,3
Jet Airways,2019-06-06,Kolkata,Banglore,21.1,8.15,11.08,1,10844,June,6,Thursday,23,6
IndiGo,2019-05-15,Delhi,Cochin,21.5,3.35,5.75,1,7189,May,15,Wednesday,20,5
Jet Airways,2019-06-27,Delhi,Cochin,21.5,12.35,14.75,1,10262,June,27,Thursday,26,6
Air Asia,2019-01-05,Kolkata,Banglore,19.55,22.25,2.5,0,5989,January,5,Saturday,1,1
IndiGo,2019-06-24,Mumbai,Hyderabad,21.2,22.5,1.5,0,2227,June,24,Monday,26,6
Jet Airways,2019-06-06,Mumbai,Hyderabad,10.2,11.5,1.5,0,4995,June,6,Thursday,23,6
Jet Airways,2019-03-24,Kolkata,Banglore,13.55,18.1,28.25,1,14231,March,24,Sunday,12,3
Jet Airways,2019-05-18,Kolkata,Banglore,18.55,18.15,23.33,1,10844,May,18,Saturday,20,5
GoAir,2019-03-03,Delhi,Cochin,5.45,13.2,7.58,1,5628,March,3,Sunday,9,3
Jet Airways,2019-09-06,Kolkata,Banglore,18.55,16.2,21.42,1,10844,September,6,Friday,36,9
Multiple carriers,2019-06-15,Delhi,Cochin,8.3,19.15,10.75,1,8937,June,15,Saturday,24,6
IndiGo,2019-06-03,Kolkata,Banglore,14.2,16.55,2.58,0,5618,June,3,Monday,23,6
Air India,2019-09-04,Delhi,Cochin,7.0,19.15,12.25,1,6674,September,4,Wednesday,36,9
GoAir,2019-04-24,Banglore,Delhi,11.4,14.3,2.83,0,3898,April,24,Wednesday,17,4
Jet Airways,2019-05-24,Kolkata,Banglore,18.55,20.45,25.83,1,10844,May,24,Friday,21,5
Air India,2019-03-06,Delhi,Cochin,20.15,19.15,23.0,2,13381,March,6,Wednesday,10,3
Air India,2019-05-21,Delhi,Cochin,17.15,19.15,26.0,2,11972,May,21,Tuesday,21,5
Jet Airways,2019-03-03,Delhi,Cochin,17.3,4.25,10.92,1,17024,March,3,Sunday,9,3
IndiGo,2019-09-04,Delhi,Cochin,21.5,3.35,5.75,1,7398,September,4,Wednesday,36,9
Air India,2019-01-03,Banglore,New Delhi,10.3,17.45,7.25,2,17461,January,3,Thursday,1,1
Jet Airways,2019-05-24,Kolkata,Banglore,20.0,8.15,12.25,1,13731,May,24,Friday,21,5
Jet Airways,2019-03-18,Banglore,New Delhi,16.55,8.15,15.33,1,13555,March,18,Monday,12,3
IndiGo,2019-04-27,Kolkata,Banglore,17.15,19.5,2.58,0,4804,April,27,Saturday,17,4
Jet Airways,2019-05-21,Delhi,Cochin,7.05,19.0,11.92,1,16289,May,21,Tuesday,21,5
IndiGo,2019-05-18,Delhi,Cochin,5.05,12.1,7.08,1,7520,May,18,Saturday,20,5
IndiGo,2019-05-18,Delhi,Cochin,10.35,1.3,14.92,1,7503,May,18,Saturday,20,5
Multiple carriers,2019-03-27,Delhi,Cochin,8.25,19.15,10.83,1,8601,March,27,Wednesday,13,3
Jet Airways,2019-01-04,Kolkata,Banglore,8.25,12.0,27.58,1,7064,January,4,Friday,1,1
Air Asia,2019-06-05,Kolkata,Banglore,7.35,19.25,11.83,1,5192,June,5,Wednesday,23,6
SpiceJet,2019-09-06,Kolkata,Banglore,15.55,21.25,5.5,1,9158,September,6,Friday,36,9
Multiple carriers,2019-06-03,Delhi,Cochin,17.0,1.35,8.58,1,24318,June,3,Monday,23,6
Multiple carriers,2019-05-21,Delhi,Cochin,7.1,18.1,11.0,1,7038,May,21,Tuesday,21,5
IndiGo,2019-03-24,Banglore,New Delhi,22.2,1.1,2.83,0,7303,March,24,Sunday,12,3
IndiGo,2019-03-15,Banglore,New Delhi,5.25,10.1,4.75,1,8021,March,15,Friday,11,3
Multiple carriers,2019-05-15,Delhi,Cochin,10.0,19.15,9.25,1,14323,May,15,Wednesday,20,5
Air India,2019-06-06,Kolkata,Banglore,7.0,20.25,13.42,1,10203,June,6,Thursday,23,6
Multiple carriers,2019-06-15,Delhi,Cochin,19.0,1.3,6.5,1,7408,June,15,Saturday,24,6
IndiGo,2019-03-27,Mumbai,Hyderabad,21.2,22.45,1.42,0,2227,March,27,Wednesday,13,3
Multiple carriers,2019-06-15,Delhi,Cochin,11.3,19.15,7.75,1,16108,June,15,Saturday,24,6
Jet Airways,2019-06-15,Delhi,Cochin,18.15,12.35,18.33,1,10262,June,15,Saturday,24,6
Jet Airways,2019-09-06,Delhi,Cochin,9.0,19.0,10.0,1,14714,September,6,Friday,36,9
Jet Airways,2019-03-06,Delhi,Cochin,22.5,19.0,20.17,1,10262,March,6,Wednesday,10,3
IndiGo,2019-05-18,Delhi,Cochin,14.2,22.3,8.17,1,7640,May,18,Saturday,20,5
Vistara,2019-12-06,Kolkata,Banglore,7.1,18.5,11.67,1,8610,December,6,Friday,49,12
Jet Airways,2019-03-21,Delhi,Cochin,8.0,18.5,10.83,1,12767,March,21,Thursday,12,3
IndiGo,2019-12-06,Delhi,Cochin,8.5,21.0,12.17,1,6093,December,6,Friday,49,12
IndiGo,2019-04-27,Delhi,Cochin,6.5,16.1,9.33,1,6442,April,27,Saturday,17,4
Jet Airways,2019-09-05,Banglore,Delhi,6.0,8.45,2.75,0,4030,September,5,Thursday,36,9
Multiple carriers,2019-06-06,Delhi,Cochin,13.0,21.0,8.0,1,7408,June,6,Thursday,23,6
Multiple carriers,2019-03-06,Delhi,Cochin,7.05,16.1,9.08,1,10696,March,6,Wednesday,10,3
SpiceJet,2019-12-03,Kolkata,Banglore,9.0,11.3,2.5,0,6982,December,3,Tuesday,49,12
IndiGo,2019-09-06,Mumbai,Hyderabad,19.05,20.35,1.5,0,2754,September,6,Friday,36,9
Air India,2019-01-03,Banglore,New Delhi,6.45,12.15,5.5,1,23677,January,3,Thursday,1,1
Air India,2019-01-05,Kolkata,Banglore,9.5,8.55,23.08,2,13227,January,5,Saturday,1,1
IndiGo,2019-03-27,Mumbai,Hyderabad,12.0,13.25,1.42,0,2754,March,27,Wednesday,13,3
IndiGo,2019-05-18,Delhi,Cochin,4.55,21.0,16.08,1,6758,May,18,Saturday,20,5
Air India,2019-05-18,Delhi,Cochin,14.1,17.1,3.0,0,6934,May,18,Saturday,20,5
Jet Airways,2019-03-03,Delhi,Cochin,5.25,18.5,13.42,2,18799,March,3,Sunday,9,3
Jet Airways,2019-06-05,Mumbai,Hyderabad,19.35,21.05,1.5,0,5678,June,5,Wednesday,23,6
Jet Airways,2019-01-03,Banglore,New Delhi,7.0,20.2,13.33,1,27992,January,3,Thursday,1,1
Jet Airways,2019-01-04,Banglore,Delhi,19.5,22.5,3.0,0,4544,January,4,Friday,1,1
Jet Airways,2019-06-05,Kolkata,Banglore,18.55,16.2,21.42,1,7757,June,5,Wednesday,23,6
IndiGo,2019-05-27,Delhi,Cochin,17.05,22.15,5.17,1,6373,May,27,Monday,22,5
Jet Airways,2019-06-15,Delhi,Cochin,14.35,12.35,22.0,2,13376,June,15,Saturday,24,6
IndiGo,2019-03-06,Kolkata,Banglore,14.25,16.55,2.5,0,5644,March,6,Wednesday,10,3
Jet Airways,2019-06-05,Kolkata,Banglore,20.25,21.05,24.67,1,13067,June,5,Wednesday,23,6
Multiple carriers,2019-05-15,Delhi,Cochin,7.1,16.1,9.0,1,6513,May,15,Wednesday,20,5
IndiGo,2019-09-05,Mumbai,Hyderabad,12.0,13.3,1.5,0,4392,September,5,Thursday,36,9
IndiGo,2019-06-03,Kolkata,Banglore,5.3,8.2,2.83,0,4778,June,3,Monday,23,6
Jet Airways,2019-05-18,Kolkata,Banglore,20.0,20.45,24.75,1,10844,May,18,Saturday,20,5
Air India,2019-05-24,Kolkata,Banglore,5.5,12.3,30.67,2,12723,May,24,Friday,21,5
Jet Airways,2019-03-24,Kolkata,Banglore,21.1,9.15,12.08,1,11134,March,24,Sunday,12,3
Jet Airways,2019-09-05,Banglore,Delhi,18.55,22.0,3.08,0,7229,September,5,Thursday,36,9
Jet Airways,2019-06-06,Delhi,Cochin,11.3,4.25,16.92,1,10262,June,6,Thursday,23,6
IndiGo,2019-03-24,Kolkata,Banglore,5.3,8.2,2.83,0,4778,March,24,Sunday,12,3
IndiGo,2019-03-15,Banglore,New Delhi,23.3,2.2,2.83,0,8033,March,15,Friday,11,3
Air India,2019-05-27,Delhi,Cochin,5.15,6.5,25.58,1,8425,May,27,Monday,22,5
Jet Airways,2019-03-06,Delhi,Cochin,14.35,12.35,22.0,2,10919,March,6,Wednesday,10,3
Multiple carriers,2019-06-03,Delhi,Cochin,8.55,18.5,9.92,1,15411,June,3,Monday,23,6
Air India,2019-12-06,Delhi,Cochin,13.05,9.25,20.33,2,10975,December,6,Friday,49,12
Air India,2019-03-24,Kolkata,Banglore,16.45,21.05,28.33,1,6535,March,24,Sunday,12,3
Jet Airways,2019-09-05,Kolkata,Banglore,10.2,17.35,7.25,1,8355,September,5,Thursday,36,9
SpiceJet,2019-06-18,Chennai,Kolkata,17.45,20.05,2.33,0,3543,June,18,Tuesday,25,6
Vistara,2019-03-24,Kolkata,Banglore,20.2,18.45,22.42,1,12102,March,24,Sunday,12,3
Jet Airways,2019-01-05,Kolkata,Banglore,17.0,9.45,16.75,1,9314,January,5,Saturday,1,1
IndiGo,2019-05-18,Delhi,Cochin,18.35,1.3,6.92,1,7503,May,18,Saturday,20,5
SpiceJet,2019-03-03,Delhi,Cochin,6.1,11.2,5.17,1,9748,March,3,Sunday,9,3
IndiGo,2019-06-27,Kolkata,Banglore,17.15,19.5,2.58,0,4804,June,27,Thursday,26,6
Jet Airways,2019-09-05,Kolkata,Banglore,6.3,16.2,9.83,1,8586,September,5,Thursday,36,9
Jet Airways,2019-06-24,Delhi,Cochin,9.25,12.35,27.17,2,13882,June,24,Monday,26,6
Jet Airways,2019-05-21,Banglore,Delhi,15.5,18.45,2.92,0,7229,May,21,Tuesday,21,5
Air India,2019-03-24,Mumbai,Hyderabad,6.2,7.4,1.33,0,2575,March,24,Sunday,12,3
IndiGo,2019-05-21,Banglore,Delhi,21.15,0.15,3.0,0,3943,May,21,Tuesday,21,5
SpiceJet,2019-04-24,Delhi,Cochin,8.45,13.15,4.5,1,4760,April,24,Wednesday,17,4
Jet Airways,2019-03-24,Kolkata,Banglore,6.3,22.35,16.08,1,8824,March,24,Sunday,12,3
Air India,2019-03-21,Delhi,Cochin,9.0,19.15,10.25,1,6902,March,21,Thursday,12,3
Air Asia,2019-03-21,Delhi,Cochin,16.45,7.1,14.42,1,6151,March,21,Thursday,12,3
Air India,2019-05-21,Kolkata,Banglore,16.5,5.35,12.75,2,12324,May,21,Tuesday,21,5
Jet Airways,2019-09-03,Banglore,New Delhi,5.45,10.25,4.67,1,11087,September,3,Tuesday,36,9
Air Asia,2019-03-03,Kolkata,Banglore,19.35,22.05,2.5,0,5964,March,3,Sunday,9,3
Jet Airways,2019-01-05,Kolkata,Banglore,20.25,22.05,25.67,1,14151,January,5,Saturday,1,1
Jet Airways,2019-05-15,Kolkata,Banglore,9.35,14.25,28.83,1,11467,May,15,Wednesday,20,5
SpiceJet,2019-05-21,Kolkata,Banglore,22.2,0.4,2.33,0,3873,May,21,Tuesday,21,5
Multiple carriers,2019-03-21,Delhi,Cochin,15.0,1.35,10.58,1,13542,March,21,Thursday,12,3
Jet Airways,2019-05-21,Kolkata,Banglore,20.0,8.15,12.25,1,10844,May,21,Tuesday,21,5
IndiGo,2019-03-03,Banglore,New Delhi,1.3,4.15,2.75,0,6144,March,3,Sunday,9,3
Jet Airways,2019-06-27,Delhi,Cochin,14.0,19.0,5.0,1,10262,June,27,Thursday,26,6
Air Asia,2019-06-04,Banglore,Delhi,11.1,13.55,2.75,0,3383,June,4,Tuesday,23,6
Air India,2019-09-06,Kolkata,Banglore,17.3,20.25,26.92,1,10413,September,6,Friday,36,9
Jet Airways,2019-09-06,Kolkata,Banglore,9.35,19.1,9.58,1,13994,September,6,Friday,36,9
Air India,2019-05-21,Kolkata,Banglore,5.5,23.15,17.42,2,13143,May,21,Tuesday,21,5
Multiple carriers,2019-03-21,Delhi,Cochin,8.25,18.5,10.42,1,13069,March,21,Thursday,12,3
Jet Airways,2019-05-27,Delhi,Cochin,19.1,12.35,17.42,2,15129,May,27,Monday,22,5
GoAir,2019-09-06,Banglore,Delhi,20.55,23.4,2.75,0,3898,September,6,Friday,36,9
Jet Airways,2019-09-05,Kolkata,Banglore,8.25,16.2,7.92,1,13941,September,5,Thursday,36,9
Air India,2019-03-21,Banglore,New Delhi,10.3,11.2,24.83,1,6383,March,21,Thursday,12,3
Multiple carriers,2019-01-06,Delhi,Cochin,7.05,21.0,13.92,1,10406,January,6,Sunday,1,1
IndiGo,2019-06-06,Delhi,Cochin,15.0,1.3,10.5,1,5883,June,6,Thursday,23,6
IndiGo,2019-03-27,Delhi,Cochin,10.45,21.0,10.25,1,6838,March,27,Wednesday,13,3
Jet Airways,2019-05-21,Kolkata,Banglore,6.3,19.5,13.33,1,14781,May,21,Tuesday,21,5
Jet Airways,2019-09-06,Delhi,Cochin,19.45,4.25,8.67,1,10577,September,6,Friday,36,9
